country_code;date;county;market;market_id;category;commodity;commodity_id;unit;price_flag;price_type;currency;local_price;price_usd
JPN;15/07/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;578;7.31
JPN;15/08/2011;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;508;6.61
JPN;15/08/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2399;31.22
JPN;15/08/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;578;7.52
JPN;15/09/2011;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2066;26.93
JPN;15/09/2011;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;500;6.52
JPN;15/09/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2330;30.37
JPN;15/09/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;579;7.55
JPN;15/10/2011;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2258;29.3
JPN;15/10/2011;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;514;6.67
JPN;15/10/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2445;31.73
JPN;15/11/2011;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2241;29.08
JPN;15/11/2011;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;514;6.67
JPN;15/11/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2448;31.76
JPN;15/11/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;578;7.5
JPN;15/12/2011;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2299;29.51
JPN;15/12/2011;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;488;6.26
JPN;15/12/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2493;32
JPN;15/12/2011;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;587;7.54
JPN;15/01/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;495;6.44
JPN;15/01/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2545;33.12
JPN;15/01/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;580;7.55
JPN;15/02/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2265;28.92
JPN;15/02/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;516;6.59
JPN;15/02/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2585;33
JPN;15/02/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;580;7.4
JPN;15/03/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2267;27.15
JPN;15/03/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;531;6.36
JPN;15/03/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2576;30.85
JPN;15/03/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;568;6.8
JPN;15/04/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2300;28.55
JPN;15/04/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;534;6.63
JPN;15/04/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2592;32.18
JPN;15/05/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2308;28.79
JPN;15/05/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;519;6.47
JPN;15/05/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2559;31.92
JPN;15/05/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;595;7.42
JPN;15/06/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2348;29.84
JPN;15/06/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;540;6.86
JPN;15/06/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2568;32.63
JPN;15/06/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;583;7.41
JPN;15/07/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2374;30.06
JPN;15/07/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;536;6.79
JPN;15/07/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2583;32.71
JPN;15/08/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2390;30.26
JPN;15/08/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2557;32.37
JPN;15/08/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;569;7.2
JPN;15/09/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2383;30.36
JPN;15/09/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;536;6.83
JPN;15/09/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2550;32.49
JPN;15/09/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;582;7.42
JPN;15/10/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;532;6.77
JPN;15/10/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2604;33.12
JPN;15/10/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;586;7.45
JPN;15/11/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2456;30.27
JPN;15/11/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;532;6.56
JPN;15/11/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2609;32.15
JPN;15/11/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;578;7.12
JPN;15/12/2012;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2433;29.1
JPN;15/12/2012;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;491;5.87
JPN;15/12/2012;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;585;7
JPN;15/01/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2417;27.22
JPN;15/01/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;511;5.76
JPN;15/01/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2608;29.38
JPN;15/01/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;580;6.53
JPN;15/02/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2417;25.86
JPN;15/02/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;519;5.55
JPN;15/02/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2585;27.65
JPN;15/02/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;592;6.33
JPN;15/03/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2415;25.36
JPN;15/03/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;521;5.47
JPN;15/03/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2627;27.58
JPN;15/03/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;586;6.15
JPN;15/04/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2415;24.96
JPN;15/04/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;504;5.21
JPN;15/04/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2573;26.59
JPN;15/04/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;596;6.16
JPN;15/05/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2390;23.38
JPN;15/05/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;521;5.1
JPN;15/05/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2593;25.36
JPN;15/05/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;582;5.69
JPN;15/06/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2390;25.37
JPN;15/06/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;546;5.8
JPN;15/06/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2559;27.16
JPN;15/07/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2382;23.86
JPN;15/07/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;548;5.49
JPN;15/07/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2566;25.7
JPN;15/07/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;590;5.91
JPN;15/08/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2390;24.55
JPN;15/08/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;525;5.39
JPN;15/08/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;589;6.05
JPN;15/09/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2365;23.85
JPN;15/09/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;539;5.44
JPN;15/09/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2609;26.31
JPN;15/09/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;576;5.81
JPN;15/10/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;572;5.83
JPN;15/10/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2532;25.79
JPN;15/10/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;598;6.09
JPN;15/11/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2315;23.11
JPN;15/11/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;573;5.72
JPN;15/11/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2532;25.27
JPN;15/12/2013;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2282;22.14
JPN;15/12/2013;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;513;4.98
JPN;15/12/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2496;24.22
JPN;15/12/2013;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;572;5.55
JPN;15/01/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2283;21.84
JPN;15/01/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;528;5.05
JPN;15/01/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2466;23.59
JPN;15/01/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;563;5.38
JPN;15/02/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2283;22.42
JPN;15/02/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;550;5.4
JPN;15/02/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2440;23.96
JPN;15/02/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;585;5.75
JPN;15/03/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2241;22.08
JPN;15/03/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;547;5.39
JPN;15/03/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;236;2.33
JPN;15/03/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;183;1.8
JPN;15/03/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;184;1.81
JPN;15/03/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;167;1.65
JPN;15/03/2014;JAPAN;Tokyo;2619;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;318;3.13
JPN;15/03/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2422;23.87
JPN;15/03/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;572;5.64
JPN;15/03/2014;JAPAN;Tokyo;2619;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;232;2.29
JPN;15/03/2014;JAPAN;Tokyo;2619;milk and dairy;Milk;81;L;actual;Retail;JPY;213;2.1
JPN;15/03/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;196;1.93
JPN;15/03/2014;JAPAN;Tokyo;2619;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;200;1.97
JPN;15/03/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;149;1.47
JPN;15/04/2014;JAPAN;Osaka;2620;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;319;3.13
JPN;15/04/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2314;22.71
JPN;15/04/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;561;5.5
JPN;15/04/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;226;2.22
JPN;15/04/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;226;2.22
JPN;15/04/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;200;1.96
JPN;15/04/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;185;1.82
JPN;15/04/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;167;1.64
JPN;15/04/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2474;24.28
JPN;15/04/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;600;5.89
JPN;15/04/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;208;2.04
JPN;15/04/2014;JAPAN;Tokyo;2619;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;206;2.02
JPN;15/04/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;139;1.36
JPN;15/05/2014;JAPAN;Osaka;2620;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;343;3.38
JPN;15/05/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2327;22.91
JPN;15/05/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;234;2.3
JPN;15/05/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;224;2.21
JPN;15/05/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;199;1.96
JPN;15/05/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;178;1.75
JPN;15/05/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;163;1.6
JPN;15/05/2014;JAPAN;Tokyo;2619;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;326;3.21
JPN;15/05/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2498;24.6
JPN;15/05/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;591;5.82
JPN;15/05/2014;JAPAN;Tokyo;2619;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;238;2.34
JPN;15/05/2014;JAPAN;Tokyo;2619;milk and dairy;Milk;81;L;actual;Retail;JPY;220;2.17
JPN;15/05/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;206;2.03
JPN;15/05/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;150;1.48
JPN;15/06/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2273;22.31
JPN;15/06/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;563;5.52
JPN;15/06/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;224;2.2
JPN;15/06/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;220;2.16
JPN;15/06/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;194;1.9
JPN;15/06/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;149;1.46
JPN;15/06/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;169;1.66
JPN;15/06/2014;JAPAN;Tokyo;2619;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;339;3.33
JPN;15/06/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2481;24.35
JPN;15/06/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;598;5.87
JPN;15/06/2014;JAPAN;Tokyo;2619;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;239;2.35
JPN;15/06/2014;JAPAN;Tokyo;2619;milk and dairy;Milk;81;L;actual;Retail;JPY;221;2.17
JPN;15/06/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;204;2
JPN;15/06/2014;JAPAN;Tokyo;2619;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;147;1.44
JPN;15/06/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;145;1.42
JPN;15/07/2014;JAPAN;Osaka;2620;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;351;3.45
JPN;15/07/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2244;22.07
JPN;15/07/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;562;5.53
JPN;15/07/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;224;2.2
JPN;15/07/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;223;2.19
JPN;15/07/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;190;1.87
JPN;15/07/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;163;1.6
JPN;15/07/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;171;1.68
JPN;15/07/2014;JAPAN;Tokyo;2619;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;330;3.25
JPN;15/07/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2473;24.32
JPN;15/07/2014;JAPAN;Tokyo;2619;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;236;2.32
JPN;15/07/2014;JAPAN;Tokyo;2619;milk and dairy;Milk;81;L;actual;Retail;JPY;217;2.13
JPN;15/07/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;205;2.02
JPN;15/07/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;155;1.52
JPN;15/08/2014;JAPAN;Osaka;2620;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;362;3.54
JPN;15/08/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2235;21.84
JPN;15/08/2014;JAPAN;Osaka;2620;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;547;5.34
JPN;15/08/2014;JAPAN;Osaka;2620;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;237;2.32
JPN;15/08/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;223;2.18
JPN;15/08/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;196;1.92
JPN;15/08/2014;JAPAN;Osaka;2620;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;161;1.57
JPN;15/08/2014;JAPAN;Osaka;2620;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;181;1.77
JPN;15/08/2014;JAPAN;Tokyo;2619;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;326;3.19
JPN;15/08/2014;JAPAN;Tokyo;2619;cereals and tubers;Rice (glutinous, unmilled);196;KG;actual;Retail;JPY;585;5.72
JPN;15/08/2014;JAPAN;Tokyo;2619;cereals and tubers;Wheat flour;58;KG;actual;Retail;JPY;236;2.31
JPN;15/08/2014;JAPAN;Tokyo;2619;milk and dairy;Milk;81;L;actual;Retail;JPY;219;2.14
JPN;15/08/2014;JAPAN;Tokyo;2619;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;204;1.99
JPN;15/08/2014;JAPAN;Tokyo;2619;vegetables and fruits;Cabbage;181;KG;actual;Retail;JPY;151;1.48
JPN;15/08/2014;JAPAN;Tokyo;2619;vegetables and fruits;Radish;579;KG;actual;Retail;JPY;173;1.69
JPN;15/09/2014;JAPAN;Osaka;2620;cereals and tubers;Potatoes;83;KG;actual;Retail;JPY;333;3.11
JPN;15/09/2014;JAPAN;Osaka;2620;cereals and tubers;Rice;52;5 KG;actual;Retail;JPY;2176;20.31
JPN;15/09/2014;JAPAN;Osaka;2620;milk and dairy;Milk;81;L;actual;Retail;JPY;224;2.09
JPN;15/09/2014;JAPAN;Osaka;2620;miscellaneous food;Sugar;97;KG;actual;Retail;JPY;191;1.78
